Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
508,Hagelsteen,Holmbor,Holmbor Territory,Noordland,Noordland,Noordlander,Slovan Deities,2595,1318.79,491.55,30.85,7.85,75,12°C,Paris (France),,,citadel,walls,plaza,,,{t1:lozengy-or-azure;charges:[{charge:cancer;t:vert;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Hagelsteen&population=2595&size=19&seed=6028841150508&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
509,Nevelstad,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Noordlander,Slovan Deities,3542,1416.05,788.77,24.41,9.98,164,18°C,Barcelona (Spain),,,citadel,walls,plaza,,,{t1:argent;charges:[{charge:fountain;t:azure;p:jlh;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Nevelstad&population=3542&size=21&seed=6028841150509&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
510,Braakbrug,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,3002,1081.88,836.32,23.38,2.67,147,18°C,Barcelona (Spain),,,citadel,walls,plaza,temple,shanty town,{t1:argent;ordinaries:[{ordinary:pale;t:gules;line:straight}];charges:[{charge:triangle;t:vert;p:y;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Braakbrug&population=3002&size=20&seed=6028841150510&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
511,Spookmoer,Krachter staat,Krachter staat,Frijdaland,Frijdaland,Daans,Old Slovan Spirits,600,868.88,909.4,21.8,-1.99,3,20°C,Alexandria (Egypt),,port,citadel,,,,shanty town,{t1:sable;charges:[{charge:bone;t:argent;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Spookmoer&population=600&size=11&seed=6028841150511&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=1&gates=-1&sea=0.63
512,Nevelhoek,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,1001,1392.14,810.51,23.94,9.45,12,18°C,Barcelona (Spain),,,,walls,plaza,,,{t1:bendy-or-gules;division:{division:gyronny;t:vert};ordinaries:[{ordinary:bordure;t:purpure}];shield:pavise},https://watabou.github.io/city-generator/?name=Nevelhoek&population=1001&size=13&seed=6028841150512&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
513,Vleermosgat,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,64,1012.66,766.26,24.9,1.15,63,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;division:{division:perPale;t:gules;line:straight};charges:[{charge:saw;t:azure;p:p;t2:azure;size:0.7};{charge:annulet;t:or;p:q;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=64&name=&seed=6028841150513&width=400&height=182&tags=dead+end%2Cuncultivated%2Cno+square%2Csparse
514,Takkermolen,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,650,995.81,814.27,23.86,0.78,42,18°C,Barcelona (Spain),,,,,plaza,,,{t1:gules;division:{division:perFess;t:argent;line:wavy};charges:[{charge:ladder;t:or;p:jlh;divided:counter;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=650&name=&seed=6028841150514&width=1000&height=455&tags=dead+end%2Cdense
515,Vlerkerdam,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Path of Remiradarin,1599,1010.85,677.05,26.83,1.11,147,15°C,Rome (Italy),,,citadel,walls,plaza,,,{t1:azure;division:{division:perCross;t:or;line:embattledGhibellin};charges:[{charge:cowHorns;t:argent;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Vlerkerdam&population=1599&size=16&seed=6028841150515&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
516,Rietschans,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,2600,1103.09,658.83,27.23,3.13,33,15°C,Rome (Italy),,,citadel,walls,,,,{t1:vert;charges:[{charge:pike;t:or;p:beh;t2:or;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Rietschans&population=2600&size=19&seed=6028841150516&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
517,Jokkerveen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,2605,1104.55,681.51,26.73,3.16,63,16°C,Dubrovnik (Croatia),,,citadel,walls,plaza,,,{t1:argent;charges:[{charge:goutte;t:azure;p:e;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Jokkerveen&population=2605&size=19&seed=6028841150517&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
518,Drommeldam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,3991,1405.87,737.5,25.52,9.75,3,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,shanty town,{t1:argent;charges:[{charge:heart;t:gules;p:jln;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Drommeldam&population=3991&size=22&seed=6028841150518&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
519,Schabbergat,Holmbor,Holmbor Territory,Frijdaland,Frijdaland,Noordlander,Mglinese Heresy,655,1524.39,665.35,27.08,12.35,25,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:counterPotent-or-sable;division:{division:chevronny;t:purpure};shield:pavise},https://watabou.github.io/village-generator/?pop=655&name=&seed=6028841150519&width=1000&height=455&tags=dead+end%2Cdense
520,Zwaardhaven,Arester Plaat,Arester Plaat,Frijdaland,Frijdaland,Daans,Path of Remiradarin,1280,977.78,529.59,30.03,0.39,33,13°C,Milan (Italy),,port,citadel,walls,plaza,,shanty town,{t1:bendySinister-azure-or;charges:[{charge:attire;t:argent;p:e;size:1.5}];shield:renaissance},https://watabou.github.io/city-generator/?name=Zwaardhaven&population=1280&size=14&seed=6028841150520&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1&sea=0.45
521,Rillenburg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,3900,1112.72,458.03,31.58,3.34,116,11°C,Antwerp (Belgium),,port,citadel,walls,plaza,,,{t1:argent;charges:[{charge:ladder;t:azure;p:jln;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Rillenburg&population=3900&size=22&seed=6028841150521&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.48
522,Noorderkluft,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1198,1136.57,432.08,32.14,3.86,731,6°C,Stockholm (Sweden),,,citadel,walls,plaza,temple,,{t1:azure;division:{division:perSaltire;t:argent};ordinaries:[{ordinary:bordure;t:or}];shield:polish},https://watabou.github.io/city-generator/?name=Noorderkluft&population=1198&size=14&seed=6028841150522&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
523,Taterzand,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,3900,1194.03,530.28,30.01,5.12,283,11°C,Antwerp (Belgium),,,citadel,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:cross;t:purpure;line:straight}];charges:[{charge:horseRampant;t:argent;p:behdf;t2:argent;t3:azure;size:0.3}];shield:polish},https://watabou.github.io/city-generator/?name=Taterzand&population=3900&size=22&seed=6028841150523&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
524,Sloefdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,404,1427.51,734.69,25.58,10.23,3,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:or;charges:[{charge:pike;t:vert;p:e;t2:vert;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=404&name=&seed=6028841150524&width=800&height=364&tags=confluence%2Cdead+end%2Cdense
525,Snotterdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,1606,1421.94,661.91,27.16,10.1,3,15°C,Rome (Italy),,,citadel,walls,plaza,,,{t1:argent;charges:[{charge:stagsAttires;t:azure;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Snotterdam&population=1606&size=16&seed=6028841150525&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
526,Ulvesteen,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,2888,1174.54,774.85,24.71,4.69,484,14°C,Washington (D.C.),,,citadel,walls,plaza,temple,shanty town,{t1:sable;division:{division:perPale;t:masoned-argent-purpure-smaller;line:straight};charges:[{charge:cancer;t:or;p:p;size:0.7};{charge:goutte;t:azure;p:q;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Ulvesteen&population=2888&size=19&seed=6028841150526&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
527,Reusbrugge,Prellebergse landen,Prellebergse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2900,1228.21,789.9,24.39,5.87,665,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,,{t1:fusily-argent-gules-big;division:{division:perCross;t:sable;line:straight};ordinaries:[{ordinary:orle;t:purpure}];shield:polish},https://watabou.github.io/city-generator/?name=Reusbrugge&population=2900&size=19&seed=6028841150527&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
528,Reuzenveen,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,4044,1119.41,793.82,24.3,3.49,131,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,shanty town,{t1:gules;division:{division:perFess;t:or;line:nebuly};charges:[{charge:crossErminee;t:argent;p:e;divided:counter;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Reuzenveen&population=4044&size=22&seed=6028841150528&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
529,Grootreusdam,Prellebergse landen,Prellebergse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2012,1281.68,771.14,24.79,7.04,377,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:argent;division:{division:perBend;t:chequy-sable-or;line:straight};charges:[{charge:stagPassant;t:vert;p:l;t2:vert;size:0.7};{charge:crossHummetty;t:purpure;p:m;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Grootreusdam&population=2012&size=17&seed=6028841150529&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
530,Daanstede,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,2572,1096.97,628.28,27.89,3,42,15°C,Rome (Italy),,,citadel,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:pileInBend;t:vert}];shield:polish},https://watabou.github.io/city-generator/?name=Daanstede&population=2572&size=19&seed=6028841150530&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
531,Reuzenstee,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,2292,1173.22,673.98,26.9,4.66,571,12°C,Paris (France),,,citadel,,plaza,,,{t1:vert;division:{division:perCross;t:or;line:straight};ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:crossHummetty;t:sable;p:beh;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Reuzenstee&population=2292&size=18&seed=6028841150531&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
532,Daanbrug,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,203,1083.59,642.55,27.58,2.7,75,15°C,Rome (Italy),,,,,,,,{t1:argent;charges:[{charge:ladder;t:purpure;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=203&name=&seed=6028841150532&width=800&height=364&tags=highway%2Cuncultivated%2Cno+square
533,Daanvoorde,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,3222,1028.08,691.15,26.53,1.49,200,15°C,Rome (Italy),,,citadel,walls,plaza,temple,,{t1:vert;ordinaries:[{ordinary:fessCotissed;t:or;line:straight}];charges:[{charge:ladder;t:vert;p:e;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Daanvoorde&population=3222&size=20&seed=6028841150533&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
534,Snerpenlo,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Path of Remiradarin,65,1002.66,695.16,26.44,0.93,147,15°C,Rome (Italy),,,,,,,,{t1:argent;division:{division:perCross;t:gules;line:straight};charges:[{charge:boarHeadErased;t:azure;p:e;t2:vert;t3:azure;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=65&name=&seed=6028841150534&width=400&height=182&tags=dead+end%2Cuncultivated%2Cno+square%2Csparse
535,schoonstedorp,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,92,1067.98,678.36,26.8,2.36,25,16°C,Dubrovnik (Croatia),,,,,,,,{t1:argent;charges:[{charge:ladder;t:gules;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=92&name=&seed=6028841150535&width=400&height=182&tags=highway%2Cno+square%2Csparse
536,Twaalfmeidendorp,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,102,1068.3,696.83,26.4,2.37,33,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:sable;ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:pike;t:sable;p:ABCDEFGHIJKL;t2:sable;size:0.18}];shield:polish},https://watabou.github.io/village-generator/?pop=102&name=&seed=6028841150536&width=600&height=273&tags=highway
537,Lichterzede,Trolleland,Trolleland,Frijdaland,Frijdaland,Daans,Slovan Deities,67,1078.38,685.8,26.64,2.59,52,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:argent;division:{division:gyronny;t:vert};ordinaries:[{ordinary:canton;t:gules}];shield:polish},https://watabou.github.io/village-generator/?pop=67&name=&seed=6028841150537&width=400&height=182&tags=pond%2Cdead+end%2Cuncultivated%2Csparse
538,Heksenheuvel,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1702,1166.67,481.14,31.08,4.52,984,6°C,Stockholm (Sweden),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:flaunches;t:azure}];charges:[{charge:axe;t:sable;p:kn;t2:sable;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Heksenheuvel&population=1702&size=16&seed=6028841150538&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
539,Heksendam,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,182,1151.76,540.81,29.78,4.19,283,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;ordinaries:[{ordinary:piles;t:vert}];charges:[{charge:fountain;t:azure;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=182&name=&seed=6028841150539&width=600&height=273&tags=river%2Chighway%2Cno+square
540,Heksersloot,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,233,1166.47,543.59,29.72,4.52,283,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:mascle;t:gules;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=233&name=&seed=6028841150540&width=800&height=364&tags=river%2Chighway%2Cno+square
541,Hekserveen,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1238,1184.53,482.06,31.06,4.91,512,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,,,{t1:sable;ordinaries:[{ordinary:pile;t:or}];charges:[{charge:crocodile;t:gules;p:b;t2:gules;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Hekserveen&population=1238&size=14&seed=6028841150541&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
542,Dwergenburg,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2232,1296.99,632.18,27.8,7.37,429,12°C,Paris (France),,,citadel,walls,plaza,,,{t1:sable;charges:[{charge:horseRampant;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Dwergenburg&population=2232&size=18&seed=6028841150542&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
543,Dwergendal,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,922,1308.52,568.92,29.17,7.62,200,13°C,Milan (Italy),,,,,plaza,,,{t1:sable;charges:[{charge:crossAnkh;t:or;p:e;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=922&name=&seed=6028841150543&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cdense
544,Bovenmaanwoud,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,3033,973.01,774.83,24.71,0.28,52,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:canton;t:vert}];charges:[{charge:stagPassant;t:argent;p:y;t2:argent;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Bovenmaanwoud&population=3033&size=20&seed=6028841150544&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
545,Lunareth,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,38,1019.11,806.08,24.03,1.29,63,18°C,Barcelona (Spain),,,,,,,,{t1:vert;charges:[{charge:drawingCompass;t:or;p:e;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=38&name=&seed=6028841150545&width=400&height=182&tags=dead+end%2Cuncultivated%2Cno+square%2Csparse
546,Woudmaan,luschingen,luschingen,Frijdaland,Frijdaland,Daans,Slovan Deities,156,1018.71,816.14,23.82,1.28,42,18°C,Barcelona (Spain),,,,,plaza,,,{t1:argent;division:{division:perPile;t:lozengy-argent-vert;line:straight};charges:[{charge:ladder2;t:azure;p:abceh;size:0.4}];shield:polish},https://watabou.github.io/village-generator/?pop=156&name=&seed=6028841150546&width=600&height=273&tags=highway%2Cuncultivated
547,Feanara,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,234,989.62,791.26,24.36,0.65,63,18°C,Barcelona (Spain),,,,,plaza,,,{t1:barry-argent-gules-small;charges:[{charge:porcupine;t:vert;p:e;t2:vert;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=234&name=&seed=6028841150547&width=800&height=364&tags=dead+end%2Cuncultivated
548,Maanhout,De warme landen,Cherninogo Shire,Frijdaland,Frijdaland,Daans,Slovan Deities,1678,994.75,775.06,24.71,0.76,63,17°C,Lisbon (Portugal),,,citadel,walls,plaza,,,{t1:argent;division:{division:perPale;t:vair-azure-or;line:straight};ordinaries:[{ordinary:point;t:sable}];shield:polish},https://watabou.github.io/city-generator/?name=Maanhout&population=1678&size=16&seed=6028841150548&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
549,Rottelveen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,2899,1116.73,684.24,26.67,3.43,42,16°C,Dubrovnik (Croatia),,,citadel,walls,plaza,,shanty town,{t1:vert;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:lighthouse;t:gules;p:e;t2:gules;t3:argent;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Rottelveen&population=2899&size=19&seed=6028841150549&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
550,Knotterstad,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,3500,1101.91,479.52,31.11,3.1,220,11°C,Antwerp (Belgium),,,citadel,walls,plaza,temple,shanty town,{t1:purpure;charges:[{charge:stagPassant;t:or;p:jln;t2:argent;size:0.7}];shield:polish},https://watabou.github.io/city-generator/?name=Knotterstad&population=3500&size=21&seed=6028841150550&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
551,Hoornzicht,Bosmeester landen,Bosmeester landen,Frijdaland,Frijdaland,Wildlands,Slovan Deities,2200,1135.9,954.04,20.83,3.85,3,21°C,Tegucigalpa (Honduras),,port,citadel,walls,plaza,temple,shanty town,{t1:or;ordinaries:[{ordinary:quarter;t:gules}];shield:round},https://watabou.github.io/city-generator/?name=Hoornzicht&population=2200&size=17&seed=6028841150551&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.98
552,Kruisstoof,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,1700,1147.13,577.17,28.99,4.09,283,12°C,Paris (France),,,citadel,walls,plaza,temple,shanty town,{t1:argent;charges:[{charge:heron;t:azure;p:e;t2:azure;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Kruisstoof&population=1700&size=16&seed=6028841150552&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
553,Zompmeer,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,2022,1263.1,491.27,30.86,6.63,220,11°C,Antwerp (Belgium),,,,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:cross;t:gules;line:straight}];charges:[{charge:pike;t:argent;p:e;t2:argent;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Zompmeer&population=2022&size=17&seed=6028841150553&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
554,Stamperveen,Huesterland,Huesterland en veld ,Frijdaland,Frijdaland,Daans,Slovan Deities,544,1087.3,677.69,26.82,2.78,18,16°C,Dubrovnik (Croatia),,,,,plaza,,,{t1:argent;charges:[{charge:boarHeadErased;t:gules;p:jln;t2:gules;t3:gules;size:0.7}];shield:polish},https://watabou.github.io/village-generator/?pop=544&name=&seed=6028841150554&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cdense
555,Noorderkrocht,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Soumi Faith,1404,1112.27,428.75,32.21,3.33,33,11°C,Antwerp (Belgium),,,citadel,walls,,,,{t1:argent;ordinaries:[{ordinary:bendlet;t:vert;line:embattledGrady}];charges:[{charge:carreau;t:sable;p:cg;size:0.5}];shield:polish},https://watabou.github.io/city-generator/?name=Noorderkrocht&population=1404&size=15&seed=6028841150555&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
556,Kribberdam,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,2600,1308.45,513.26,30.38,7.62,25,13°C,Milan (Italy),,,citadel,walls,plaza,temple,,{t1:argent;ordinaries:[{ordinary:bend;t:purpure;line:straight}];charges:[{charge:griffinPassant;t:argent;p:e;t2:argent;t3:argent;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Kribberdam&population=2600&size=19&seed=6028841150556&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
557,Grimmengat,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,178,1386.69,568.97,29.17,9.33,7,14°C,Washington (D.C.),,,,,plaza,,,{t1:argent;charges:[{charge:dolphin;t:azure;p:e;t2:azure;size:1.5}];shield:polish},https://watabou.github.io/village-generator/?pop=178&name=&seed=6028841150557&width=600&height=273&tags=dead+end%2Cuncultivated
558,Snerkeldam,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Daans,Slovan Deities,555,1398.09,760.41,25.02,9.58,3,17°C,Lisbon (Portugal),,,,,,,,{t1:or;ordinaries:[{ordinary:fess;t:azure;line:engrailed}];charges:[{charge:ladder;t:vert;p:abcz;size:0.5}];shield:polish},https://watabou.github.io/village-generator/?pop=555&name=&seed=6028841150558&width=1000&height=455&tags=river%2Chighway%2Cno+square%2Cdense
559,Neersloot,Grootreuse landen,Grootreuse landen,Frijdaland,Frijdaland,Noordlander,Slovan Deities,51,1397.06,780.26,24.59,9.56,3,18°C,Barcelona (Spain),,,,,,,,{t1:azure;division:{division:perCross;t:or;line:wavy};charges:[{charge:ladder;t:argent;p:j;size:0.6}];shield:pavise},https://watabou.github.io/village-generator/?pop=51&name=&seed=6028841150559&width=400&height=182&tags=river%2Cdead+end%2Cno+square%2Csparse
560,Snaterdam,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,303,1389.92,666.59,27.06,9.4,3,16°C,Dubrovnik (Croatia),,,,,plaza,,shanty town,{t1:potentInPale-vert-argent;division:{division:perPale;t:or;line:straight};ordinaries:[{ordinary:bordure;t:sable}];shield:pavise},https://watabou.github.io/city-generator/?name=Snaterdam&population=303&size=8&seed=6028841150560&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=1&gates=-1
561,Drabbergen,Krachter Landen,Rzh Territory,Frijdaland,Frijdaland,Daans,Slovan Deities,2033,1244.22,699.18,26.35,6.22,484,13°C,Milan (Italy),,,citadel,walls,plaza,temple,,{t1:azure;charges:[{charge:plaice;t:or;p:e;t2:or;size:1.5}];shield:polish},https://watabou.github.io/city-generator/?name=Drabbergen&population=2033&size=17&seed=6028841150561&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
562,Nootberg,Vroomse landen,Vroomse landen,Frijdaland,Frijdaland,Daans,No religion,648,1157.83,465.76,31.41,4.33,1447,3°C,Tromsø (Norway),,,citadel,,plaza,,,{t1:azure;division:{division:perCross;t:argent;line:straight};charges:[{charge:sun;t:or;p:j;size:0.6};{charge:mascle;t:azure;p:l;size:0.6};{charge:wolfHeadErased;t:purpure;p:m;size:0.6};{charge:scythe;t:argent;p:o;size:0.6}];shield:polish},https://watabou.github.io/city-generator/?name=Nootberg&population=648&size=11&seed=6028841150562&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
